protocol,arm,model,seed,mAP,path
kgbd_dedup,absolute,isr_transformer,2027,23.1378,kgbd_dedup/isr_transformer/seed2027/result.json
kgbd_dedup,absolute,isrgru,2028,16.6416,kgbd_dedup/isrgru/seed2028/result.json
kgbd_dedup,absolute,isr_transformer,2028,23.3556,kgbd_dedup/isr_transformer/seed2028/result.json
kgbd_dedup,normalized,isrgru_norm,42,16.2181,kgbd_dedup/isrgru_norm/seed42/result.json
kgbd_dedup,normalized,isr_transformer_norm,42,23.1471,kgbd_dedup/isr_transformer_norm/seed42/result.json
kgbd_dedup,normalized,isrgru_norm,123,16.2353,kgbd_dedup/isrgru_norm/seed123/result.json
kgbd_dedup,normalized,isr_transformer_norm,123,23.3330,kgbd_dedup/isr_transformer_norm/seed123/result.json
kgbd_dedup,normalized,isrgru_norm,2026,15.8536,kgbd_dedup/isrgru_norm/seed2026/result.json
kgbd_dedup,normalized,isr_transformer_norm,2026,23.1076,kgbd_dedup/isr_transformer_norm/seed2026/result.json
kgbd_dedup,normalized,isrgru_norm,2027,15.8278,kgbd_dedup/isrgru_norm/seed2027/result.json
kgbd_dedup,normalized,isr_transformer_norm,2027,22.1928,kgbd_dedup/isr_transformer_norm/seed2027/result.json
kgbd_dedup,normalized,isrgru_norm,2028,16.0369,kgbd_dedup/isrgru_norm/seed2028/result.json
kgbd_dedup,normalized,isr_transformer_norm,2028,22.4833,kgbd_dedup/isr_transformer_norm/seed2028/result.json
kgbd_dedup,norm_matched,isrgru_normmatch,42,16.4794,kgbd_dedup/isrgru_normmatch/seed42/result.json
kgbd_dedup,norm_matched,isr_transformer_normmatch,42,22.9140,kgbd_dedup/isr_transformer_normmatch/seed42/result.json
kgbd_dedup,norm_matched,isrgru_normmatch,123,16.1626,kgbd_dedup/isrgru_normmatch/seed123/result.json
kgbd_dedup,norm_matched,isr_transformer_normmatch,123,22.8396,kgbd_dedup/isr_transformer_normmatch/seed123/result.json
kgbd_dedup,norm_matched,isrgru_normmatch,2026,15.8624,kgbd_dedup/isrgru_normmatch/seed2026/result.json
kgbd_dedup,norm_matched,isr_transformer_normmatch,2026,22.4619,kgbd_dedup/isr_transformer_normmatch/seed2026/result.json
kgbd_dedup,norm_matched,isrgru_normmatch,2027,15.8955,kgbd_dedup/isrgru_normmatch/seed2027/result.json
kgbd_dedup,norm_matched,isr_transformer_normmatch,2027,22.4639,kgbd_dedup/isr_transformer_normmatch/seed2027/result.json
kgbd_dedup,norm_matched,isrgru_normmatch,2028,15.5207,kgbd_dedup/isrgru_normmatch/seed2028/result.json
kgbd_dedup,norm_matched,isr_transformer_normmatch,2028,22.4192,kgbd_dedup/isr_transformer_normmatch/seed2028/result.json
kgbd_dedup,random_matched,isrgru_randommatch,42,16.0756,kgbd_dedup/isrgru_randommatch/seed42/result.json
kgbd_dedup,random_matched,isr_transformer_randommatch,42,23.1204,kgbd_dedup/isr_transformer_randommatch/seed42/result.json
kgbd_dedup,random_matched,isrgru_randommatch,123,15.9926,kgbd_dedup/isrgru_randommatch/seed123/result.json
kgbd_dedup,random_matched,isr_transformer_randommatch,123,23.2190,kgbd_dedup/isr_transformer_randommatch/seed123/result.json
kgbd_dedup,random_matched,isrgru_randommatch,2026,15.6399,kgbd_dedup/isrgru_randommatch/seed2026/result.json
kgbd_dedup,random_matched,isr_transformer_randommatch,2026,23.1275,kgbd_dedup/isr_transformer_randommatch/seed2026/result.json
kgbd_dedup,random_matched,isrgru_randommatch,2027,15.6233,kgbd_dedup/isrgru_randommatch/seed2027/result.json
kgbd_dedup,random_matched,isr_transformer_randommatch,2027,22.1424,kgbd_dedup/isr_transformer_randommatch/seed2027/result.json
kgbd_dedup,random_matched,isrgru_randommatch,2028,15.8148,kgbd_dedup/isrgru_randommatch/seed2028/result.json
kgbd_dedup,random_matched,isr_transformer_randommatch,2028,22.4758,kgbd_dedup/isr_transformer_randommatch/seed2028/result.json
